num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status_type
0.000636943,0,0,0.000636943,0,0,0,0,0,photo
0.000636943,0,0,0.000636943,0,0,0,0,0,photo
0.000636943,0,0,0.000636943,0,0,0,0,0,photo
0.000636943,0,0,0.000636943,0,0,0,0,0,photo
0.000636943,0,0,0.000636943,0,0,0,0,0,photo
0.000636943,0,0.000292056,0.000636943,0,0,0,0,0,photo
0.000636943,0,0,0.000636943,0,0,0,0,0,photo
0.000636943,0,0,0.000636943,0,0,0,0,0,photo
0.000636943,0,0,0.000636943,0,0,0,0,0,photo
0.000849257,0,0,0.000636943,0,0.003597122,0,0,0,photo
0.000636943,0,0,0.000636943,0,0,0,0,0,photo
0.000636943,0,0,0.000636943,0,0,0,0,0,photo
0.000636943,0,0,0.000636943,0,0,0,0,0,photo
0.000849257,0,0,0.000636943,0,0,0.006369427,0,0,photo
0.000636943,0,0,0.000636943,0,0,0,0,0,status
0.000636943,0,0,0.000636943,0,0,0,0,0,status
0.000636943,0,0,0.000636943,0,0,0,0,0,status
0.000636943,0,0,0.000636943,0,0,0,0,0,status
0.000849257,0,0,0.000636943,0.00152207,0,0,0,0,video
0.000636943,0,0,0.000636943,0,0,0,0,0,video
0.000636943,0,0.000292056,0.000636943,0,0,0,0,0,video
0.000636943,0,0,0.000636943,0,0,0,0,0,video
0.000636943,0,0,0.000636943,0,0,0,0,0,video
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0,0.000849257,0,0,0,0,0,link
0.000849257,0,0.011974299,0.000849257,0,0,0,0,0,photo
0.000849257,0,0,0.000849257,0,0,0,0,0,photo
0.000849257,0,0.011974299,0.000849257,0,0,0,0,0,photo
0.000849257,0,0,0.000849257,0,0,0,0,0,photo
0.001061571,4.76E-05,0,0.000849257,0,0,0,0.019607843,0,photo
0.000849257,0,0,0.000849257,0,0,0,0,0,photo
0.000849257,0,0,0.000849257,0,0,0,0,0,photo
0.000849257,0,0.000292056,0.000849257,0,0,0,0,0,photo
0.000849257,0.000333492,0.000292056,0.000849257,0,0,0,0,0,photo
0.000849257,0,0.000292056,0.000849257,0,0,0,0,0,photo
0.000849257,0,0,0.000849257,0,0,0,0,0,photo
0.000849257,4.76E-05,0,0.000849257,0,0,0,0,0,photo
0.000849257,4.76E-05,0,0.000849257,0,0,0,0,0,photo
0.000849257,0,0,0.000849257,0,0,0,0,0,photo
0.000849257,0,0.000876168,0.000849257,0,0,0,0,0,photo
0.000849257,0,0.000292056,0.000849257,0,0,0,0,0,photo
0.000849257,0.000333492,0.000292056,0.000849257,0,0,0,0,0,photo
0.000849257,0,0.000292056,0.000849257,0,0,0,0,0,photo
0.000849257,0,0,0.000849257,0,0,0,0,0,photo
0.000849257,4.76E-05,0,0.000849257,0,0,0,0,0,photo
0.000849257,4.76E-05,0,0.000849257,0,0,0,0,0,photo
0.000849257,0,0,0.000849257,0,0,0,0,0,photo
0.000849257,0,0.000876168,0.000849257,0,0,0,0,0,photo
0.000849257,0,0,0.000849257,0,0,0,0,0,photo
0.000849257,0,0,0.000849257,0,0,0,0,0,photo
0.000849257,0,0,0.000849257,0,0,0,0,0,status
0.000849257,0,0,0.000849257,0,0,0,0,0,status
0.000849257,0,0,0.000849257,0,0,0,0,0,status
0.000849257,0,0,0.000849257,0,0,0,0,0,status
0.001061571,0,0,0.000849257,0.00152207,0,0,0,0,video
0.000849257,0,0.000292056,0.000849257,0,0,0,0,0,video
0.000849257,0,0,0.000849257,0,0,0,0,0,video
0.000849257,0,0,0.000849257,0,0,0,0,0,video
0.000849257,0,0,0.000849257,0,0,0,0,0,video
0.000849257,4.76E-05,0,0.000849257,0,0,0,0,0,video
0.000849257,0,0,0.000849257,0,0,0,0,0,video
0.000849257,4.76E-05,0,0.000849257,0,0,0,0,0,video
0.000849257,0,0,0.000849257,0,0,0,0,0,video
0.000849257,4.76E-05,0,0.000849257,0,0,0,0,0,video
0.000849257,0,0,0.000849257,0,0,0,0,0,video
0.000849257,4.76E-05,0,0.000849257,0,0,0,0,0,video
0.001061571,0.000190567,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0.000190567,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.0014862,0,0,0.001061571,0.00304414,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0.000292056,0.001061571,0,0,0,0,0,photo
0.001061571,4.76E-05,0.000292056,0.001061571,0,0,0,0,0,photo
0.001061571,4.76E-05,0,0.001061571,0,0,0,0,0,photo
0.001061571,0.000381134,0,0.001061571,0,0,0,0,0,photo
0.001061571,9.53E-05,0,0.001061571,0,0,0,0,0,photo
0.001061571,9.53E-05,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,9.53E-05,0,0.001061571,0,0,0,0,0,photo
0.001061571,4.76E-05,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0.000142925,0,0.001061571,0,0,0,0,0,photo
0.001061571,0.000190567,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0.004380841,0.001061571,0,0,0,0,0,photo
0.001061571,0,0.004380841,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0.000292056,0.001061571,0,0,0,0,0,photo
0.001061571,4.76E-05,0.000292056,0.001061571,0,0,0,0,0,photo
0.001061571,4.76E-05,0,0.001061571,0,0,0,0,0,photo
0.001061571,0.000381134,0,0.001061571,0,0,0,0,0,photo
0.001061571,9.53E-05,0,0.001061571,0,0,0,0,0,photo
0.001061571,9.53E-05,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,9.53E-05,0,0.001061571,0,0,0,0,0,photo
0.001061571,4.76E-05,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0.000142925,0,0.001061571,0,0,0,0,0,photo
0.001061571,0.000190567,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0.004380841,0.001061571,0,0,0,0,0,photo
0.001061571,0,0.004380841,0.001061571,0,0,0,0,0,photo
0.001061571,0,0.001752336,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,photo
0.001061571,0,0,0.001061571,0,0,0,0,0,status
0.001061571,0,0,0.001061571,0,0,0,0,0,status
0.001061571,0,0,0.001061571,0,0,0,0,0,status
0.001061571,0,0,0.001061571,0,0,0,0,0,status
0.001061571,0,0,0.001061571,0,0,0,0,0,status
0.001061571,0,0,0.001061571,0,0,0,0,0,status
0.001061571,0,0,0.001061571,0,0,0,0,0,status
0.001061571,0,0,0.001061571,0,0,0,0,0,status
0.001061571,0,0,0.001061571,0,0,0,0,0,video
0.001061571,0.001143402,0.000292056,0.001061571,0,0,0,0,0,video
0.001061571,0.001143402,0.000292056,0.001061571,0,0,0,0,0,video
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,link
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,4.76E-05,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,9.53E-05,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,4.76E-05,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0.000142925,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0.000292056,0.001273885,0,0,0,0,0,photo
0.001273885,0.000190567,0,0.001273885,0,0,0,0,0,photo
0.0014862,4.76E-05,0,0.001273885,0.00152207,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0.000292056,0.001273885,0,0,0,0,0,photo
0.001698514,0,0,0.001273885,0.00152207,0.003597122,0,0,0,photo
0.001273885,9.53E-05,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,4.76E-05,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0.000142925,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0.000292056,0.001273885,0,0,0,0,0,photo
0.001273885,0.000190567,0,0.001273885,0,0,0,0,0,photo
0.0014862,4.76E-05,0,0.001273885,0.00152207,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0.000292056,0.001273885,0,0,0,0,0,photo
0.001698514,0,0,0.001273885,0.00152207,0.003597122,0,0,0,photo
0.001273885,0,0.000292056,0.001273885,0,0,0,0,0,photo
0.001910828,0,0.000584112,0.001273885,0.00304414,0,0.006369427,0,0,photo
0.001273885,4.76E-05,0,0.001273885,0,0,0,0,0,photo
0.001273885,0,0,0.001273885,0,0,0,0,0,status
0.001273885,0,0,0.001273885,0,0,0,0,0,status
0.001273885,0,0,0.001273885,0,0,0,0,0,status
0.001273885,0,0.000292056,0.001273885,0,0,0,0,0,status
0.001273885,0,0.000584112,0.001273885,0,0,0,0,0,video
0.001273885,0,0,0.001273885,0,0,0,0,0,video
0.001273885,0,0,0.001273885,0,0,0,0,0,video
0.001273885,0,0,0.001273885,0,0,0,0,0,video
0.001273885,0.000381134,0,0.001273885,0,0,0,0,0,video
0.001273885,0,0,0.001273885,0,0,0,0,0,video
0.001273885,0,0,0.001273885,0,0,0,0,0,video
0.001273885,0.000381134,0,0.001273885,0,0,0,0,0,video
0.001273885,0,0,0.001273885,0,0,0,0,0,video
0.001273885,0,0,0.001273885,0,0,0,0,0,video
0.001910828,4.76E-05,0,0.0014862,0.00152207,0.003597122,0,0,0,photo
0.001698514,0,0,0.0014862,0.00152207,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.001910828,4.76E-05,0,0.0014862,0.00152207,0.003597122,0,0,0,photo
0.001698514,0,0,0.0014862,0.00152207,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.0014862,4.76E-05,0,0.0014862,0,0,0,0,0,photo
0.001698514,0,0,0.0014862,0,0.003597122,0,0,0,photo
0.001910828,0.000333492,0.000292056,0.0014862,0.00152207,0,0,0.019607843,0,photo
0.0014862,0,0.000292056,0.0014862,0,0,0,0,0,photo
0.0014862,0,0.000584112,0.0014862,0,0,0,0,0,photo
0.0014862,4.76E-05,0,0.0014862,0,0,0,0,0,photo
0.0014862,9.53E-05,0,0.0014862,0,0,0,0,0,photo
0.0014862,4.76E-05,0.000292056,0.0014862,0,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.0014862,4.76E-05,0,0.0014862,0,0,0,0,0,photo
0.001698514,0,0,0.0014862,0,0.003597122,0,0,0,photo
0.001910828,0.000333492,0.000292056,0.0014862,0.00152207,0,0,0.019607843,0,photo
0.0014862,0,0.000292056,0.0014862,0,0,0,0,0,photo
0.0014862,0,0.000584112,0.0014862,0,0,0,0,0,photo
0.0014862,4.76E-05,0,0.0014862,0,0,0,0,0,photo
0.0014862,9.53E-05,0,0.0014862,0,0,0,0,0,photo
0.0014862,4.76E-05,0.000292056,0.0014862,0,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.0014862,0,0.000292056,0.0014862,0,0,0,0,0,photo
0.001910828,0,0.000584112,0.0014862,0,0.003597122,0.006369427,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,photo
0.001910828,0,0,0.0014862,0.00304414,0,0,0,0,photo
0.0014862,0,0,0.0014862,0,0,0,0,0,status
0.0014862,0,0,0.0014862,0,0,0,0,0,status
0.0014862,0,0,0.0014862,0,0,0,0,0,status
0.0014862,0.000238209,0,0.0014862,0,0,0,0,0,video
0.0014862,0.000142925,0.000292056,0.0014862,0,0,0,0,0,video
0.0014862,0,0,0.0014862,0,0,0,0,0,video
0.0014862,0,0,0.0014862,0,0,0,0,0,video
0.0014862,0,0,0.0014862,0,0,0,0,0,video
0.0014862,0,0,0.0014862,0,0,0,0,0,video
0.001698514,0,0,0.0014862,0.00152207,0,0,0,0,video
0.0014862,0,0,0.0014862,0,0,0,0,0,video
0.0014862,0,0,0.0014862,0,0,0,0,0,video
0.0014862,0,0,0.0014862,0,0,0,0,0,video
0.0014862,0,0,0.0014862,0,0,0,0,0,video
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0.000292056,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0,0,0.001698514,0,0,0,0,0,link
0.001698514,0.000381134,0,0.001698514,0,0,0,0,0,photo
0.001698514,9.53E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,9.53E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,9.53E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,9.53E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,4.76E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.002335456,4.76E-05,0,0.001698514,0.00304414,0,0,0.019607843,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001910828,0,0,0.001698514,0.00152207,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,4.76E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,9.53E-05,0.000292056,0.001698514,0,0,0,0,0,photo
0.001698514,4.76E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,4.76E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,4.76E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,9.53E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,0.000142925,0.000292056,0.001698514,0,0,0,0,0,photo
0.001698514,4.76E-05,0,0.001698514,0,0,0,0,0,photo
0.001910828,0,0,0.001698514,0.00152207,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.002335456,4.76E-05,0,0.001698514,0.00304414,0,0,0.019607843,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001910828,0,0,0.001698514,0.00152207,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,4.76E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,9.53E-05,0.000292056,0.001698514,0,0,0,0,0,photo
0.001698514,4.76E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
0.001698514,4.76E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,4.76E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,9.53E-05,0,0.001698514,0,0,0,0,0,photo
0.001698514,0,0,0.001698514,0,0,0,0,0,photo
